OBJECTID,Juvenile_race_ethnicity,Juvenile_gender,status,status_reason,intake_date,CreationDate,Creator,EditDate,Editor
178,Black,Male,Inactive-successful,,2016-05-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
179,Black,Male,Inactive-successful,,2016-05-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
180,Black,Male,Inactive-successful,,2016-05-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
181,Black,Male,Inactive-successful,,2016-05-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
182,Black,Female,Inactive-successful,No Further Action,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
183,Black,Male,Inactive-successful,,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
184,Hispanic,Female,Inactive-successful,,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
185,Black,Female,Inactive-Unsuccessful,New Charge,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
186,Black,Male,Active,,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
187,White,Male,Inactive-successful,,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
188,Black,Male,Inactive-Unsuccessful,New Charge,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
189,Black,Male,Inactive-successful,,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
190,Black,Female,Inactive-successful,,2016-05-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
191,Black,Female,Inactive-successful,,2016-05-23T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
192,Black,Female,Rejected at screening,,2016-05-23T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
193,Black,Male,Inactive-successful,,2016-05-23T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
194,Black,Female,Inactive-successful,,2016-05-23T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
195,Black,Male,Inactive-Unsuccessful,Failure to Appear,2016-05-23T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
196,Black,Female,Inactive-successful,,2016-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
197,Black,Female,Inactive-successful,,2016-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
198,Black,Male,Inactive-successful,,2016-05-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
199,White,Male,Inactive-successful,,2016-05-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
200,White,Male,Inactive-successful,,2016-05-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
201,Hispanic,Male,Rejected at screening,Unable to make Contact,2016-05-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
202,Hispanic,Female,Inactive-successful,,2016-05-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
203,White,Male,Inactive-successful,,2016-05-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
204,Black,Male,Inactive-successful,,2016-05-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
205,Hispanic,Male,Inactive-successful,,2016-05-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
206,Black,Female,Inactive-successful,,2016-05-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
207,Black,Male,Inactive-successful,,2016-05-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
208,Black,Male,Rejected at screening,,2016-05-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
209,Black,Male,Inactive-Unsuccessful,,2016-05-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
210,Black,Male,Inactive-successful,,2016-05-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
211,White,Male,Inactive-successful,,2016-05-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
212,White,Male,Inactive-successful,,2016-05-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
213,Black,Male,Inactive-Unsuccessful,Failure to Appear,2016-05-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
214,Black,Male,Active,,2016-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
215,Black,Female,Inactive-successful,,2016-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
216,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2016-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
217,Black,Female,Inactive-successful,,2016-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
218,Black,Female,Active,,2016-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
219,Hispanic,Female,Active,,2016-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
220,Black,Female,Rejected at Screening,Unable to make Contact,2016-05-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
221,Black,Male,Inactive-successful,,2016-05-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
222,Black,Male,Inactive-successful,,2016-05-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
223,Hispanic,Male,Inactive-successful,,2016-05-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
224,Black,Female,Inactive-successful,,2016-05-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
225,Black,Female,Inactive-successful,,2016-05-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
226,Hispanic,Male,Inactive-successful,,2016-05-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
227,Black,Male,Active,,2016-05-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
228,Hispanic,Male,Inactive-successful,,2016-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
229,Black,Male,Rejected at screening,Unwilling To Participate,2016-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
230,Black,Female,Inactive-successful,,2016-05-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
231,Black,Male,Active,,2016-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
232,Black,Male,Inactive-successful,,2016-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
233,Hispanic,Female,Active,,2016-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
234,Black,Male,Inactive-successful,,2016-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
235,Black,Female,Inactive-successful,,2016-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
236,Black,Male,Inactive-successful,,2016-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
237,Black,Male,Inactive-successful,,2016-05-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
238,Black,Male,Inactive-successful,,2016-05-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
239,Black,Male,Inactive-Unsuccessful,Failure to Appear,2016-05-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
240,Black,Male,Active,,2016-05-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
241,Hispanic,Male,Inactive-successful,No Further Action,2016-05-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
242,Hispanic,Male,Inactive-successful,,2016-05-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
243,White,Female,Inactive-successful,,2016-05-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
244,Black,Female,Inactive-successful,,2016-05-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
245,Hispanic,Male,Active,,2016-05-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
246,Black,Male,Inactive-successful,,2016-05-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
247,Black,Male,Rejected at screening,Unwilling To Participate,2016-05-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
248,White,Male,Inactive-successful,,2016-05-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
249,Black,Male,Rejected at Screening,New Charge,2016-05-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
250,White,Female,Inactive-successful,,2016-05-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
251,Black,Female,Inactive-successful,,2016-05-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
252,Hispanic,Male,Inactive-successful,No Further Action,2016-04-29T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
253,Hispanic,Female,Inactive-successful,,2016-04-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
254,Black,Female,Active,,2016-04-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
255,Black,Male,Inactive-successful,,2016-04-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
256,White,Female,Inactive-successful,,2016-04-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
257,Black,Female,Active,,2016-04-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
258,White,Male,Inactive-successful,,2016-04-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
259,White,Female,Inactive-successful,,2016-04-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
260,White,Female,Inactive-successful,,2016-04-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
261,Black,Male,Inactive-successful,,2016-04-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
262,Black,Male,Inactive-successful,,2016-04-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
263,Black,Male,Inactive-Unsuccessful,Failure to Appear,2016-04-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
264,Black,Male,Rejected at screening,Unwilling To Participate,2016-04-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
265,Black,Female,Inactive-successful,,2016-04-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
266,White,Female,Active,,2016-04-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
267,Black,Female,Active,,2016-04-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
268,Hispanic,Male,Inactive-successful,,2016-04-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
269,Hispanic,Male,Inactive-successful,,2016-04-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
270,Black,Female,Inactive-successful,,2016-04-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
271,Black,Male,Inactive-successful,,2016-04-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
272,Black,Male,Active,,2016-04-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
273,White,Female,Active,,2016-04-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
274,White,Female,Active,,2016-04-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
275,Black,Female,Active,,2016-04-22T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
276,Hispanic,Male,Rejected at screening,Failure to Appear,2016-04-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
277,Black,Female,Rejected at screening,Failure to Appear,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
278,Black,Female,Rejected at screening,Failure to Appear,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
279,Black,Male,Inactive-Unsuccessful,Failure to Appear,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
280,Black,Male,Inactive-Unsuccessful,Failure to Appear,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
281,Black,Male,Inactive-successful,,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
282,Black,Male,Rejected at screening,Previous Charges,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
283,Black,Female,Inactive-successful,,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
284,Black,Male,Inactive-Unsuccessful,Failure to Appear,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
285,Black,Male,Inactive-successful,,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
286,White,Female,Inactive-successful,,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
287,White,Female,Inactive-successful,,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
288,Hispanic,Female,Inactive-Unsuccessful,Failure to Appear,2016-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
289,Black,Male,Inactive-successful,,2016-04-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
290,Hispanic,Male,Inactive-successful,,2016-04-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
291,White,Male,Inactive-successful,,2016-04-18T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
292,Hispanic,Male,Inactive-successful,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
293,Hispanic,Male,Inactive-successful,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
294,Black,Male,Inactive-successful,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
295,Black,Male,Inactive-successful,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
296,Black,Male,Inactive-successful,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
297,White,Male,Inactive-successful,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
298,Black,Male,Active,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
299,Hispanic,Male,Inactive-successful,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
300,Hispanic,Male,Inactive-successful,,2016-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
301,White,Male,Rejected at screening,,2016-04-14T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
302,Black,Female,Inactive-successful,,2016-04-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
303,Black,Male,Inactive-successful,,2016-04-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
304,Hispanic,Female,Rejected at screening,Moved Out of Town,2016-04-13T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
305,Black,Male,Inactive-successful,,2016-04-12T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
306,Hispanic,Female,Inactive-successful,,2016-04-12T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
307,White,Male,Inactive-successful,,2016-04-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
308,White,Male,Inactive-Unsuccessful,New Charge,2016-04-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
309,Black,Male,Inactive-successful,,2016-04-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
310,Black,Male,Inactive-successful,,2016-04-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
311,Hispanic,Male,Inactive-successful,,2016-04-11T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
312,Black,Male,Inactive-successful,,2016-04-07T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
313,Black,Female,Rejected at screening,Unwilling To Participate,2016-04-07T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
314,Hispanic,Male,Inactive-Unsuccessful,New Charge,2016-04-07T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
315,Black,Male,Inactive-successful,,2016-04-07T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
316,Black,Male,Inactive-successful,,2016-04-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
317,Black,Female,Inactive-successful,,2016-04-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
318,Black,Female,Rejected at screening,,2016-04-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
319,Hispanic,Male,Inactive-successful,,2016-04-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
320,Black,Male,Inactive-successful,,2016-04-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
321,Black,Female,Inactive-Unsuccessful,Previous Charges,2016-04-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
322,Black,Female,Inactive-successful,,2016-04-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
323,Black,Male,Inactive-successful,,2016-04-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
324,Asian,Male,Inactive-successful,,2016-04-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
325,Black,Male,Inactive-successful,,2016-04-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
